DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,DER_lep_eta_centrality,PRI_tau_pt,PRI_tau_eta,PRI_lep_pt,PRI_lep_eta,PRI_met,PRI_met_sumet,PRI_jet_num,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_subleading_pt,PRI_jet_subleading_eta,PRI_jet_all_pt,Label
151.875,85.84299999999998,102.578,18.484,3.9981333862492114,588.2491758994712,-3.114258665121675,3.33,18.484,90.022,1.476,1.414,0.7246508457455558,36.359,-0.108,53.663,1.012,34.797,99.317,0,44.13174120028296,0.2431461695217907,33.8309055107024,0.14258669260588397,0.0,0
50.405,66.53699999999999,43.108,26.488000000000003,2.538540562828846,291.3143422314371,-0.5410367140797878,1.228,26.488000000000003,75.045,0.852,-1.414,0.4424722757133832,40.528,1.7619999999999998,34.517,1.731,35.152,216.302,0,46.034410089145496,0.6945942008154562,31.301405561635598,0.5661124180206075,0.0,1
106.252,10.909,64.398,37.406,3.8224118918605576,537.7203798925603,-2.9178748768039857,3.074,2.351,99.268,1.078,1.392,0.700246636933711,29.025,1.51,31.289,2.26,33.205,112.43,1,38.954,2.285,34.565323110652066,0.6338760041802184,38.954,0
136.608,30.214,96.674,16.17,3.5202401218506374,479.9950647273346,-2.3315038153238636,2.962,23.841,134.872,0.8909999999999999,-1.409,0.6456327956662005,51.395,-0.116,45.815,-0.14400000000000002,26.205,169.197,1,37.662,-2.0540000000000003,34.46076817208172,-0.04239247227422759,37.662,0
124.333,58.28100000000001,94.565,23.694000000000006,3.624219122581909,510.7126246994977,-2.4821892264123524,2.784,23.694000000000006,95.481,0.882,-1.354,0.653936622369903,50.731,-0.402,44.75,-0.675,19.643,206.551,0,45.49942093031521,-0.25445981626734504,32.33463806153254,-0.20421071127724966,0.0,0
36.973,68.61,32.139,19.165,2.6125000340611884,315.48233592329063,-0.664169395979862,1.164,19.165,57.917,1.416,-1.178,0.4592153141237869,23.976,1.867,33.942,1.342,34.886,176.78400000000005,0,45.20409100074474,0.6265497819536963,33.14096698582734,0.5056857790202033,0.0,1
159.076,73.925,98.625,20.438,2.8772560367630753,324.6369331489169,-1.0801059929703531,3.113,20.438,98.457,1.564,1.413,0.49032795922748384,38.4,0.635,60.057,0.168,26.25,173.081,0,44.1662360340454,0.15837925163679945,31.323297914473592,0.0772290897741238,0.0,1
39.87904438709705,88.199,35.825,21.81,2.7357845818068576,347.77562742073326,-0.834738101331205,1.146,21.81,67.244,2.315,-1.3969999999999998,0.4777631809803804,20.284,2.4290000000000003,46.959,1.534,42.353,94.932,0,45.8061286478185,0.7663684663438888,32.176627847711366,0.633566374258797,0.0,1
93.341,30.995,67.27199999999999,2.129,4.009225214296212,593.757109837603,-3.0645720644096817,2.983,2.129,67.528,1.106,-1.412,0.7125109700464503,32.064,-0.672,35.463,-0.7340000000000001,8.466000000000001,67.688,0,43.85223982060623,-0.3152495013432626,34.951805436860646,-0.2641115306706906,0.0,0
68.0,67.529,60.45,3.645,2.8645604233538258,360.43053070421786,-1.0028898061222624,2.266,3.645,64.939,1.42,-1.3769999999999998,0.4881417748382102,26.831,1.133,38.108,0.477,33.501999999999995,84.973,0,44.55391768553616,0.29116123537127425,33.488498486197564,0.22912946119150013,0.0,1
82.029,76.27600000000002,60.102,1.216,2.9160534745755093,371.9935968279407,-1.0741406605358823,2.452,1.216,68.013,2.09,-1.325,0.4990827325388363,22.014,0.768,45.999,0.596,33.069,55.537,0,44.4006796525471,0.26087145792319877,33.50715838697119,0.19890454451824502,0.0,1
81.506,79.44800000000002,68.96600000000001,40.375,2.3142806477712874,248.39492965541842,-0.2602290768501878,1.59,3.836,133.49200000000002,1.0590000000000002,-1.273,0.41542734737870823,46.934,-0.537,49.718,-0.5489999999999999,32.656,202.265,1,36.84,-1.131,32.04092784650806,-0.20732839758740107,36.84,1
132.05,61.389,96.115,33.075,3.567500765000492,502.72340886659924,-2.5308878458153647,2.661,3.287,136.447,2.029,-0.051,0.6652036905196024,33.739000000000004,0.383,68.441,-0.13699999999999998,13.994000000000002,143.24,1,34.266,0.205,33.98108149560034,0.018651437382617993,34.266,0
86.34816984060802,71.899,58.149,5.533,2.9334971537812784,388.0179613251149,-1.1277766697109617,1.731,5.533,75.215,0.638,-1.404,0.5077652994457704,45.918,0.8909999999999999,29.296,1.555,55.036,65.368,0,46.170196552878934,0.4981223033097253,32.74098990406873,0.4066916157588688,-0.0,1
136.589,2.021,90.988,16.366,4.042468123244706,578.0074127040263,-3.2204589647918245,3.0,16.366,84.1,0.68,1.194,0.7248020388280008,50.065,-2.277,34.035,-1.341,17.999000000000006,169.15400000000002,0,44.51726469962253,-0.7312311704513688,33.8526476839349,-0.6242638994954829,0.0,0
84.838,0.7240000000000001,59.738,40.092,2.6720259473510204,270.5588561512469,-0.7762560321718373,3.105,1.163,101.111,1.986,0.472,0.4518853059585819,20.534,-1.097,40.787,-1.606,19.766,155.755,1,39.791,-2.287,32.06105946219299,-0.5055017226138409,39.791,1
64.88,39.838,53.326,3.033,2.876170957342854,345.3401421666041,-1.0021018459704654,2.7060000000000004,3.033,49.043,1.232,-1.409,0.473529729492304,21.968000000000004,-1.365,27.075,-0.327,19.076,98.756,0,43.307248865621006,-0.34238081387369146,33.38097576702143,-0.306908755032301,0.0,1
141.10931583448217,85.90700000000002,84.38,68.503,2.157927186339979,190.92218655985027,0.1217779920148625,3.313,21.636,119.171,0.907,-1.414,0.3580865451662856,37.709,-0.537,34.2,0.629,67.561,222.022,1,47.26300000000001,-1.013,29.48545454170739,0.016310790199116305,47.26300000000001,1
182.334,22.529,132.283,44.879,2.3071732864598893,179.97331620963644,-0.3163417405170965,3.204,26.462,158.451,1.4680000000000002,1.412,0.4010030925393533,49.341,0.504,72.443,-0.412,22.376,348.695,1,36.667,0.574,30.157528865101035,-0.027278491566588563,36.667,1
53.997,64.456,49.73,23.14,2.7698546724641098,336.8169063032493,-0.8465934800672774,1.725,23.14,56.681,1.77,-1.225,0.46377206311337993,20.46,1.845,36.221,0.378,28.908,100.722,0,44.57660298563408,0.3896285527241874,32.039586711290845,0.3136169102022587,-0.0,1
57.129,51.167,46.655,39.021,2.5193187571451894,292.0529364542364,-0.5614490765896751,1.514,0.29100000000000004,96.605,1.571,-0.88,0.4359273934553425,22.451,0.38,35.278,-1.118,18.557,119.328,1,38.877,-2.469,34.32480406402596,-0.19093307259504166,38.877,1
116.09,49.753,66.92699999999999,111.048,3.57289123577522,604.8600410590863,-2.7085569130480924,1.722,10.09,192.165,0.888,1.3630000000000002,0.6717298003600529,46.0,-0.477,40.832,-0.917,53.195,203.283,1,105.334,1.147,48.474725020844694,-0.27873304654867803,105.334,0
164.50400000000005,7.6789999999999985,120.37,2.844,3.8229482940900006,550.3659456666738,-2.860775670789231,3.133,2.844,114.613,0.932,-1.408,0.6934323393439126,59.327,-0.265,55.286,0.374,6.5760000000000005,197.125,0,45.61874855432805,0.025343053781395668,33.947797307642254,0.02791607454906376,0.0,0
146.40190562143601,100.055,95.254,48.208,2.5407072325825517,271.18313229828175,-0.37416897093437074,2.487,48.208,82.363,0.795,-1.3259999999999998,0.41595762782878687,45.874,-0.247,36.49,-1.715,72.611,163.141,0,46.95530356821112,-0.49725696620737647,26.78623919037245,-0.38964670308335536,0.0,1
106.653,45.404,66.92,35.424,3.025740847638165,344.38370916329234,-1.2239920541548561,2.937,35.424,58.717,0.893,1.379,0.4865067525803237,31.022,0.857,27.695,1.976,23.856,90.999,0,43.024062210746735,0.6331182772838249,29.664705348114417,0.43909134692110874,-0.0,1
110.494,19.485,79.80199999999998,4.5280000000000005,3.9783868962586304,583.5683024791343,-3.0238275628038953,2.955,4.5280000000000005,74.634,0.67,-1.396,0.7059711402619779,44.703,-1.287,29.93,-2.186,14.794,103.415,0,44.66931932272931,-0.7847660973298529,34.43467811100499,-0.6268980096634257,0.0,0
132.839,0.425,93.672,36.758,3.5973699113662327,480.7701088876039,-2.606966955828917,2.994,4.25,128.688,1.632,0.894,0.6725065343721308,36.245,1.842,59.13399999999999,2.189,12.890999999999998,210.712,1,33.31,1.253,32.697142650033534,0.6819843236871345,33.31,0
109.313,40.617,59.652,119.762,2.88,218.408,-1.982,1.733,0.7190000000000001,195.377,0.888,1.412,0.996,39.884,0.875,35.412,0.21,67.218,233.189,2,85.056,1.743,35.024,-1.137,120.08,0
96.86,55.076,68.766,1.062,3.873038845357943,577.0618637803219,-2.876492177550809,2.8710000000000004,1.062,66.885,1.646,-1.376,0.702512612467201,25.273000000000003,0.385,41.612,-0.393,19.371,98.041,0,44.20810243237068,-0.04249345009873463,35.69311250246955,-0.033146295365690796,0.0,0
125.728,11.42,63.87600000000001,84.596,3.7861021418831946,612.4662920961329,-2.990214521870208,2.124,0.5489999999999999,156.826,0.622,1.238,0.7017144448218726,44.331,0.962,27.558000000000003,0.278,56.822,143.011,1,84.93700000000003,-1.162,44.159363704527046,0.17543256510241412,84.93700000000003,0
130.50799999999998,18.833,86.81200000000003,7.478,3.7991533699190008,546.2142341899981,-2.7808626265096525,2.935,7.478,76.84,0.598,-1.28,0.6851416807333006,48.093,0.693,28.747,-0.522,25.824,181.59,0,45.45074707617303,-0.03331031264711993,34.15011590015883,-0.0032355627844479137,-0.0,0
125.746,31.601,96.018,2.736,3.868931540621052,572.5606272265778,-2.887185236195315,2.792,2.736,97.175,0.846,-1.406,0.7058343253191932,52.633,-0.855,44.543,-0.61,17.507,145.35,0,45.39025763828934,-0.3153609364108574,34.64382121480589,-0.25406029546432884,0.0,0
167.787,88.226,90.752,42.542,2.317,155.704,-0.893,3.0980000000000003,2.547,185.327,2.257,1.412,0.792,27.682,-0.75,62.477,0.111,41.283,246.97,2,63.601000000000006,1.828,31.567,-0.488,95.168,0
110.618,12.088,69.154,45.471,3.5269106129633805,501.659715499669,-2.4557364941753765,2.838,3.703,110.399,1.266,-0.387,0.6504219836544234,27.232,0.748,34.469,1.859,36.593,174.983,1,48.699,-0.275,36.42409074632628,0.45912590232575445,48.699,0
108.218,33.402,61.557,87.244,3.6419546063783095,567.5529707091247,-2.727505834626705,2.079,16.831,136.72899999999998,1.182,1.391,0.6657945145257127,27.208,-0.171,32.168,-1.616,44.242,158.656,1,77.35300000000002,0.293,42.65752975452683,-0.3652379252293917,77.35300000000002,0
119.6152891443923,122.773,75.02,24.876,3.530007840238799,524.7864971481814,-2.3558741926264664,2.355,24.876,84.587,2.643,-1.378,0.6662514905159167,23.22,0.41,61.367,1.267,68.929,154.255,0,46.984927617456634,0.3573504444020701,32.553913686610436,0.3108564118583127,-0.0,0
138.467,11.015,90.449,79.20100000000002,3.4863513426973363,521.1297233336937,-2.5019797187191632,2.332,10.403,140.512,0.619,0.603,0.6337505369073693,44.286,1.5490000000000002,27.406,-0.4370000000000001,33.11,233.07,1,68.82,-0.7609999999999999,40.51341169050051,0.12859697974427553,68.82,0
90.742,51.177,63.375,44.047,3.547012172622548,505.01642287846164,-2.5375021610293023,2.572,1.754,110.997,0.731,1.061,0.658152734512198,38.226,-1.423,27.927,-1.114,25.892,199.37,1,44.844,-2.736,37.245397374235786,-0.4554651683751251,44.844,0
108.831,16.985,79.645,6.301,3.938963499430404,567.0259930650101,-2.9391005854147996,3.239,6.301,72.564,0.875,-1.414,0.6960929062639263,38.695,0.154,33.869,-0.733,3.0,111.351,0,43.9136201500726,-0.16828684238432157,34.1229280653235,-0.14018857666002782,0.0,0
103.684,87.91799999999998,73.836,29.431,2.7750685031041975,327.2584824061506,-0.805414014229719,2.52,29.431,73.3,1.538,-0.942,0.45995621339221593,28.875,1.4780000000000002,44.425,2.357,43.514,86.882,0,44.90554982224492,0.8150870678546456,29.654431669305218,0.633315578454719,0.0,1
180.02307250393318,93.067,115.088,27.912,2.692026193491021,313.3977595254602,-0.7370024340450034,2.902,27.912,59.0,1.6740000000000002,-0.135,0.43714386328064414,22.065,2.197,36.935,-0.7040000000000001,62.378,131.656,0,44.856428251047674,0.19727918247889153,31.443842328693513,0.16557051564748326,0.0,1
101.481,69.066,80.477,45.264,2.879337727175429,301.92489557145575,-0.9485412975253174,3.365,45.264,65.558,1.42,1.414,0.4631067578864698,27.095,-0.441,38.463,-1.817,46.00100000000001,131.921,0,44.15844910988497,-0.5266308520566296,27.776440395722553,-0.46849487776137033,0.0,1
66.858,78.421,52.949,75.494,2.344701366344399,326.72682006898515,-0.43117313591887596,1.241,24.318,182.578,1.188,-0.18600000000000005,0.41701977864093287,40.128,-1.703,47.661,-1.018,38.419,237.647,1,94.789,-1.083,46.83159858507583,-0.49019121296582335,94.789,1
140.349,67.807,114.866,7.963999999999999,2.8569065549580763,350.82063673322966,-0.9842256748372127,2.657,7.963999999999999,110.259,1.147,-1.412,0.48172354315926036,51.35,-1.22,58.909,-2.051,26.364,113.748,0,45.43823416971307,-0.734382784533099,31.910228987765954,-0.6023048115028592,0.0,1
97.128,64.19,87.06299999999997,55.338,2.3049970287476107,216.9252849797832,-0.1804534502870827,1.931,25.523000000000003,129.925,1.134,-0.949,0.4015019034354719,46.319,1.202,52.54600000000001,0.328,48.901,202.023,1,31.06,0.722,27.261542314025924,0.22746428075224634,31.06,1
142.76,6.2620000000000005,93.375,0.384,4.062299836760136,599.9203434569828,-3.149991373566714,3.107,0.384,93.06,0.5670000000000001,-1.364,0.7305829178747683,59.372,-0.5820000000000001,33.688,-1.179,25.631,98.816,0,45.88039557693676,-0.41763222067582983,33.7067544537012,-0.3175864686574753,0.0,0
126.251,36.109,99.712,65.582,3.4563025588522045,530.6917452568651,-2.4535383086517375,1.917,2.402,183.931,1.015,-0.799,0.6473854848606475,58.69,-0.226,59.542,-0.792,18.833,216.851,1,65.69800000000001,-2.718,39.97538496661486,-0.1935478395683935,65.69800000000001,0
95.955,48.914,75.046,25.391,4.0753444432166965,587.590084028756,-3.19041147996024,3.0410000000000004,25.391,68.678,1.252,1.408,0.7243402384856577,30.499,-1.169,38.179,-2.08,20.874,90.32,0,43.54090359931686,-0.7055584594929796,33.43655537999138,-0.614641346298883,0.0,0
119.556,17.139,81.249,37.629,2.463108340019236,251.78469737093667,-0.41012343230517745,2.834,23.466,133.201,1.306,-1.234,0.41015012685050856,34.957,-1.443,45.668,-1.945,27.972,195.578,1,52.576,1.297,34.98419124703418,-0.608657840745264,52.576,1
99.621,40.711,74.533,46.033,3.662040531242358,491.35569560644046,-2.4134447520276088,3.128,46.033,72.719,0.843,-1.414,0.6451834260584004,39.448,-0.105,33.271,-0.584,50.66,166.842,0,46.50900478639372,-0.1991325209869954,27.849174119438835,-0.1377621459423123,0.0,0
64.09243866593073,79.661,45.157,26.813,2.807361958750821,342.073746315784,-0.872701984568558,1.87,26.813,56.053,1.713,-0.929,0.4719541211584808,20.661,0.256,35.392,-0.365,44.875,79.652,0,44.9497238316317,-0.07083201006122675,31.080657827494356,-0.06699141125471664,0.0,1
74.1075728973762,79.53699999999998,44.482,32.322,2.37074597140435,258.3951423234813,-0.2838519717294692,2.05,6.875,91.073,1.336,-1.388,0.4168354337493536,22.215,0.35200000000000004,29.68,-0.014,60.536,148.613,1,39.178,0.522,33.30598577338191,0.033523737468800115,39.178,1
145.165,45.39,134.391,32.995,2.7358747568828825,307.4624152398775,-0.7849324801641804,3.386,32.995,51.753,1.0490000000000002,-0.696,0.4025790402286784,25.261,-2.076,26.492,1.283,19.552,113.728,0,42.298896709307,-0.05762047365091672,30.70106093034105,-0.11605848219092729,0.0,1
121.11,39.82,80.235,41.226000000000006,3.7771715587269377,544.9772781076373,-2.871593590966491,2.87,0.823,120.341,1.192,1.414,0.6976904438630651,35.716,2.189,42.576,1.614,27.216,115.511,1,42.049,1.526,35.75944142199382,0.6087249673268952,42.049,0
112.653,20.065,83.48,4.159,3.9798098957893195,587.2405256567127,-3.0021801418453795,3.093,4.159,65.642,0.754,-1.382,0.7067525111649839,37.415,2.264,28.228,0.743,14.535,81.762,0,44.148167284862694,0.5637315233178386,34.742297318539336,0.46102550401360054,-0.0,0
89.04299999999998,69.976,67.619,29.548,3.409,239.24,-2.729,2.127,29.994,162.688,1.5619999999999998,-0.879,0.976,30.706,-0.441,47.95,-0.158,25.586,266.882,2,42.059,-2.126,41.972,1.284,84.031,1
86.646,31.558000000000003,69.126,26.77,2.729883110720042,296.76129425481315,-0.7406821420642662,2.555,26.77,68.503,1.864,-1.2990000000000002,0.44211503021326415,23.918000000000006,-0.7090000000000001,44.58600000000001,-1.6980000000000002,5.785,151.916,0,43.83623769412,-0.5588888396129361,30.48149621893362,-0.47011861327627835,0.0,1
44.08228123022053,73.021,32.512,1.055,2.9064806587886984,396.31122056815923,-1.0953928274462403,1.124,1.055,57.319,0.8420000000000001,-1.406,0.5139341133663375,31.118,-2.319,26.202,-1.443,52.885,65.19800000000001,0,45.53385104692782,-0.7913642373846441,34.860986694347,-0.6497567333920132,0.0,1
28.474386216297205,72.712,24.222,3.1660000000000004,2.8653676320173282,387.29346885796633,-1.0538782752998448,0.993,3.1660000000000004,50.1,1.307,-1.412,0.5045646006833646,21.713,-2.192,28.387,-1.672,48.46,73.686,0,45.272583523233635,-0.8279803063792484,35.08878555714427,-0.6736718347944096,0.0,1
127.585,1.235,91.905,19.8,3.882219249561505,544.9423750026891,-2.99247086461282,2.784,19.8,95.054,0.685,0.7509999999999999,0.7034539966526818,56.411,1.195,38.643,1.217,9.102,227.091,0,45.02985907080213,0.4985723023884505,33.320645450866955,0.38872908463306877,0.0,0
94.459,63.899,67.911,6.12,2.6991175756829797,308.44762022038606,-0.7535787831263367,2.781,6.12,66.452,1.747,-1.281,0.45518317537007214,24.192,-0.083,42.26,-0.921,24.524,165.215,0,44.13459839504756,-0.26079409257303876,33.02801827542812,-0.219742196764256,0.0,1
102.096,17.618,69.142,7.416,3.063739695140132,376.2706064492578,-1.2600929296099328,2.681,7.416,71.875,0.598,-1.286,0.5046486637738195,44.974,1.869,26.901,1.4340000000000002,21.252,59.117,0,44.561870941121725,0.6498333295723144,31.47407120201155,0.5164633544420797,0.0,1
88.78200000000002,76.574,66.087,2.582,2.895561814331817,361.27555229851544,-1.0272161265866733,2.661,2.582,71.87100000000002,2.01,-1.335,0.49229337004466167,23.88,-0.311,47.99100000000001,-0.511,31.644,67.868,0,44.35666177032252,-0.19808377612415295,33.05736027493749,-0.1753991792555295,0.0,1
131.654,47.139,93.69,89.652,3.4196118728421574,565.3470300088794,-2.507907279842535,1.978,22.553,215.852,0.987,1.365,0.6474268304750961,54.84,1.154,54.136,0.606,27.507,297.847,1,106.877,0.655,51.20833866027437,0.2583363822771668,106.877,0
128.659,8.322000000000001,83.85,32.599000000000004,3.7131931315065607,513.7106879170407,-2.792849819787485,2.872,1.375,107.136,0.555,1.335,0.6779229956649697,47.184,0.532,26.17,1.86,14.966,173.551,1,33.782,1.341,34.332809484274954,0.4091010674322201,33.782,0
97.039,6.983,70.015,29.684,2.680216083053214,276.18281927836335,-0.7380194664430708,2.893,4.772,104.096,1.5530000000000002,-0.955,0.44206517342443696,27.275,-0.489,42.36600000000001,-1.056,13.606,106.508,1,34.454,0.122,30.862965573253355,-0.3037365099206232,34.454,1
98.46,21.984,76.032,10.212,3.8837744535761693,563.8143147771008,-2.8709590646937575,2.859,10.212,65.297,0.939,-1.403,0.6876696735067309,33.679,-0.314,31.618,-1.551,8.861,118.634,0,44.07952733076675,-0.4530459399533866,34.47941355908524,-0.3642673311881536,0.0,0
130.842,10.351,85.992,32.348,4.030704551337781,567.9081136195856,-3.1453324444787047,2.967,32.348,85.52600000000002,0.476,1.352,0.7223271544232386,57.956,-0.7809999999999999,27.57,0.039,43.364,159.68200000000004,0,45.95080477395689,-0.14180449868593126,30.834318223619626,-0.13112772393221428,0.0,0
105.67,28.829,69.34100000000001,40.985,2.9336815704860477,314.1806312413738,-1.0935117059129387,2.741,40.985,73.30199999999998,0.556,1.414,0.4738663202659037,47.12300000000001,-1.087,26.179,-0.8340000000000001,20.928,167.947,0,43.98982886591014,-0.4023516195730279,28.71246791089306,-0.3829183900362588,0.0,1
121.393,105.529,86.512,63.592,2.338254087889542,246.73140898081886,-0.23772631040191827,2.2,26.161,130.292,1.4680000000000002,-0.226,0.4024771959154787,34.937,-0.453,51.276,-1.66,58.26600000000001,167.435,1,44.07899999999999,-0.387,31.337759747160767,-0.41389902520602584,44.07899999999999,1
93.102,18.112,69.878,39.829,2.352259927113952,258.7533430683817,-0.32381790729090953,2.185,26.109,145.814,1.6569999999999998,-1.414,0.39496122864093586,30.1,0.021,49.865,-0.376,2.3080000000000003,237.367,1,65.84899999999999,-0.192,40.390958067985544,-0.09724960166971408,65.84899999999999,1
134.61,81.96799999999998,72.722,37.135,3.254761773338547,445.74778744613116,-2.01134298490792,2.864,1.43,102.281,1.279,-0.911,0.6107276282407366,28.981,-1.06,37.066,-0.039,45.331,217.13,1,36.234,0.816,34.11713716483468,-0.17172603320558488,36.234,0
142.50799999999995,68.248,89.281,57.112,3.045,230.279,-2.318,3.037,29.111,181.09,1.0590000000000002,1.414,0.871,40.145,0.276,42.49800000000001,-0.5479999999999999,48.70399999999999,242.731,2,60.096,-1.505,38.352,1.54,98.447,0
116.772,51.826,70.141,38.462,3.608136957932235,537.2832423663914,-2.6207196899212666,2.699,24.96,127.936,1.529,1.3259999999999998,0.6644587018797932,25.512,-0.937,39.016,0.184,23.81,173.878,1,63.409,-0.198,43.33354048931364,-0.13636702594213312,63.409,0
103.231,0.008,64.271,41.898,3.629933412278209,486.6536778454521,-2.5802835434569222,3.228,25.239,103.103,1.281,1.003,0.6598438278085421,24.799,1.4269999999999998,31.763,0.36,34.757,191.271,1,46.541,-1.822,35.66786557286782,0.26641774983831346,46.541,0
98.732,10.052,63.81399999999999,98.785,1.381,116.553,2.199,1.62,63.832,218.033,1.12,1.205,0.54,41.056,1.788,45.976000000000006,2.178,40.147,262.127,3,52.683,2.326,43.62,0.945,131.002,1
100.573,11.699000000000002,74.685,5.704,3.9591566871984902,575.7832584931822,-2.9875435939260986,3.026,5.704,71.493,1.006,-1.406,0.7024242991923568,35.635,-2.319,35.85800000000001,-1.7,6.535,105.67,0,44.051015408706945,-0.8407919034263811,34.34871986200523,-0.6922859401462998,-0.0,0
92.957,54.944,73.999,47.13,2.3886118380564234,259.2342736174961,-0.3981548209575938,2.042,4.965,138.321,2.307,-1.252,0.4146821802695495,28.458,1.4280000000000002,65.664,1.62,11.78,173.81799999999996,1,44.198,2.503,33.23060584560148,0.49847716396620234,44.198,1
102.644,82.20299999999997,85.689,35.535,2.4015742240235944,255.80344409851216,-0.33464686825886547,1.954,6.29,138.134,1.65,-1.37,0.4269026225213661,40.139,-1.6569999999999998,66.225,-1.497,28.054,149.80200000000005,1,31.771,-2.496,30.42849997395792,-0.5558008214204454,31.771,1
85.99913737882042,64.704,62.234,4.348,2.7601402018596026,339.1894196987615,-0.8534369229479997,2.1180000000000003,4.348,71.258,1.055,-1.414,0.47811237640290294,34.676,-0.721,36.583,-0.848,38.725,141.131,0,45.153197481522994,-0.35997150650465226,33.41191181719382,-0.29715827729735744,0.0,1
77.669,51.94,55.55,3.104,2.748294579356216,319.7871721446046,-0.8350223004703783,2.668,3.104,58.522,1.554,-1.359,0.4630666711721769,22.911,0.608,35.611,0.585,19.98,150.589,0,43.80303122433705,0.22696228114179196,33.42600701100782,0.1684161781696668,0.0,1
136.47299999999998,6.822,86.074,35.111,0.947,81.525,-0.147,2.583,25.049,160.717,0.723,0.46,0.602,50.831,-1.1909999999999998,36.759,-0.615,31.338,273.466,2,37.469,-0.752,35.658,0.195,73.127,0
36.04749686668464,91.912,24.887,17.96,2.489485054887215,302.07947360422816,-0.48016052091356487,0.775,19.64,102.765,1.27,-0.978,0.4601249905655447,28.727,-0.133,36.479,-0.5720000000000001,57.898,113.288,1,37.56,0.188,35.41221078801295,-0.14626654092223157,37.56,1
